y0,y1
2.8578,0.156411
2.85858,0.155668
2.85936,0.154928
2.86013,0.154192
2.8609,0.15346
2.86167,0.152731
2.86243,0.152006
2.86319,0.151285
2.86394,0.150567
2.8647,0.149853
2.86544,0.149142
2.86619,0.148435
2.86693,0.147732
2.86767,0.147032
2.8684,0.146335
2.86913,0.145642
2.86986,0.144953
2.87058,0.144266
2.8713,0.143584
2.87202,0.142904
2.87273,0.142229
2.87344,0.141556
2.87415,0.140887
2.87486,0.140221
2.87556,0.139558
2.87625,0.138899
2.87695,0.138243
2.87764,0.137591
2.87832,0.136941
2.87901,0.136295
2.87969,0.135652
2.88036,0.135013
2.88104,0.134376
2.88171,0.133743
2.88238,0.133113
2.88304,0.132485
2.8837,0.131862
2.88436,0.131241
2.88502,0.130623
2.88567,0.130009
2.88632,0.129397
2.88696,0.128789
2.88761,0.128183
2.88825,0.127581
2.88888,0.126981
2.88952,0.126385
2.89015,0.125791
2.89078,0.125201
2.8914,0.124613
2.89202,0.124029
2.89264,0.123447
2.89326,0.122868
2.89387,0.122293
2.89448,0.12172
2.89509,0.121149
2.8957,0.120582
2.8963,0.120018
2.8969,0.119456
2.8975,0.118897
2.89809,0.118341
2.89868,0.117788
2.89927,0.117237
2.89985,0.11669
2.90044,0.116145
2.90102,0.115602
2.90159,0.115063
2.90217,0.114526
2.90274,0.113992
2.90331,0.11346
2.90387,0.112931
2.90444,0.112405
2.905,0.111881
2.90556,0.11136
2.90611,0.110842
2.90667,0.110326
2.90722,0.109813
2.90777,0.109302
2.90831,0.108794
2.90886,0.108288
2.9094,0.107785
2.90994,0.107285
2.91047,0.106787
2.911,0.106291
2.91153,0.105798
2.91206,0.105307
2.91259,0.104819
2.91311,0.104333
2.91363,0.10385
2.91415,0.103369
2.91467,0.102891
2.91518,0.102415
2.91569,0.101941
2.9162,0.10147
2.91671,0.101
2.91721,0.100534
2.91771,0.100069
2.91821,0.0996074
2.91871,0.0991477
2.91921,0.0986903
2.9197,0.0982352
2.92019,0.0977823
2.92068,0.0973317
2.92116,0.0968833
2.92165,0.0964372
2.92213,0.0959933
2.92261,0.0955516
2.92309,0.0951122
2.92356,0.0946749
2.92403,0.0942398
2.9245,0.0938069
2.92497,0.0933761
2.92544,0.0929475
2.9259,0.0925211
2.92636,0.0920967
2.92682,0.0916745
2.92728,0.0912544
2.92774,0.0908364
2.92819,0.0904205
2.92864,0.0900066
2.92909,0.0895948
2.92954,0.0891851
2.92999,0.0887774
2.93043,0.0883718
2.93087,0.0879682
2.93131,0.0875666
2.93175,0.087167
2.93218,0.0867694
2.93261,0.0863738
2.93305,0.0859801
2.93348,0.0855885
2.9339,0.0851987
2.93433,0.084811
2.93475,0.0844251
2.93517,0.0840412
2.93559,0.0836592
2.93601,0.0832792
2.93643,0.082901
2.93684,0.0825247
2.93725,0.0821503
2.93766,0.0817777
2.93807,0.081407
2.93848,0.0810382
2.93888,0.0806712
2.93929,0.080306
2.93969,0.0799427
2.94009,0.0795812
2.94048,0.0792215
2.94088,0.0788635
2.94127,0.0785074
2.94166,0.0781531
2.94205,0.0778005
2.94244,0.0774496
2.94283,0.0771006
2.94321,0.0767532
2.9436,0.0764076
2.94398,0.0760638
2.94436,0.0757216
2.94474,0.0753812
2.94511,0.0750424
2.94549,0.0747054
2.94586,0.07437
2.94623,0.0740363
2.9466,0.0737043
2.94697,0.0733739
2.94734,0.0730452
2.9477,0.0727181
2.94806,0.0723927
2.94843,0.0720689
2.94879,0.0717467
2.94914,0.0714261
2.9495,0.0711071
2.94986,0.0707897
2.95021,0.0704739
2.95056,0.0701596
2.95091,0.069847
2.95126,0.0695359
2.95161,0.0692263
2.95195,0.0689183
2.9523,0.0686118
2.95264,0.0683069
2.95298,0.0680035
2.95332,0.0677016
2.95366,0.0674012
2.954,0.0671023
2.95433,0.0668049
2.95466,0.066509
2.955,0.0662145
2.95533,0.0659216
2.95566,0.0656301
2.95598,0.06534
2.95631,0.0650514
2.95663,0.0647643
2.95696,0.0644786
2.95728,0.0641943
2.9576,0.0639114
2.95792,0.0636299
2.95824,0.0633499
2.95855,0.0630712
2.95887,0.0627939
2.95918,0.0625181
2.95949,0.0622436
2.95981,0.0619704
2.96011,0.0616987
2.96042,0.0614282
2.96073,0.0611592
2.96104,0.0608915
2.96134,0.0606251
2.96164,0.06036
2.96194,0.0600963
2.96224,0.0598339
2.96254,0.0595728
2.96284,0.059313
2.96314,0.0590545
2.96343,0.0587973
2.96372,0.0585414
2.96402,0.0582867
2.96431,0.0580334
2.9646,0.0577812
2.96489,0.0575304
2.96517,0.0572808
2.96546,0.0570325
2.96574,0.0567853
2.96603,0.0565395
2.96631,0.0562948
2.96659,0.0560514
2.96687,0.0558092
2.96715,0.0555682
2.96743,0.0553284
2.9677,0.0550898
2.96798,0.0548524
2.96825,0.0546162
2.96853,0.0543811
2.9688,0.0541473
2.96907,0.0539146
2.96934,0.053683
2.9696,0.0534527
2.96987,0.0532234
2.97014,0.0529954
2.9704,0.0527684
2.97067,0.0525426
2.97093,0.0523179
2.97119,0.0520944
2.97145,0.0518719
2.97171,0.0516506
2.97197,0.0514303
2.97222,0.0512112
2.97248,0.0509932
2.97273,0.0507762
2.97299,0.0505604
2.97324,0.0503456
2.97349,0.0501319
2.97374,0.0499192
2.97399,0.0497077
2.97424,0.0494971
2.97449,0.0492877
2.97473,0.0490792
2.97498,0.0488719
2.97522,0.0486655
2.97546,0.0484602
2.97571,0.0482559
2.97595,0.0480526
2.97619,0.0478504
2.97643,0.0476491
2.97666,0.0474489
2.9769,0.0472496
2.97714,0.0470514
2.97737,0.0468541
2.97761,0.0466579
2.97784,0.0464626
2.97807,0.0462683
2.9783,0.0460749
2.97853,0.0458825
2.97876,0.0456911
2.97899,0.0455007
2.97922,0.0453111
2.97944,0.0451226
2.97967,0.044935
2.97989,0.0447483
2.98012,0.0445625
2.98034,0.0443777
2.98056,0.0441938
2.98078,0.0440108
2.981,0.0438287
2.98122,0.0436476
2.98144,0.0434673
2.98165,0.043288
2.98187,0.0431095
2.98209,0.042932
2.9823,0.0427553
2.98251,0.0425795
2.98273,0.0424046
2.98294,0.0422305
2.98315,0.0420573
2.98336,0.041885
2.98357,0.0417136
2.98378,0.041543
2.98398,0.0413732
2.98419,0.0412043
2.9844,0.0410363
2.9846,0.0408691
2.98481,0.0407027
2.98501,0.0405372
2.98521,0.0403725
2.98541,0.0402086
2.98561,0.0400455
2.98581,0.0398832
2.98601,0.0397218
2.98621,0.0395611
2.98641,0.0394013
2.98661,0.0392422
2.9868,0.039084
2.987,0.0389265
2.98719,0.0387699
2.98738,0.038614
2.98758,0.0384589
2.98777,0.0383045
2.98796,0.038151
2.98815,0.0379982
2.98834,0.0378461
2.98853,0.0376949
2.98872,0.0375443
2.98891,0.0373946
2.98909,0.0372456
2.98928,0.0370973
2.98946,0.0369498
2.98965,0.036803
2.98983,0.0366569
2.99002,0.0365116
2.9902,0.036367
2.99038,0.0362231
2.99056,0.0360799
2.99074,0.0359375
2.99092,0.0357957
2.9911,0.0356547
2.99128,0.0355144
2.99145,0.0353747
2.99163,0.0352358
2.99181,0.0350976
2.99198,0.03496
2.99216,0.0348232
2.99233,0.034687
2.9925,0.0345515
2.99268,0.0344167
2.99285,0.0342826
2.99302,0.0341491
2.99319,0.0340163
2.99336,0.0338841
2.99353,0.0337527
2.9937,0.0336218
2.99387,0.0334917
2.99403,0.0333621
2.9942,0.0332333
2.99437,0.033105
2.99453,0.0329775
2.9947,0.0328505
2.99486,0.0327242
2.99502,0.0325985
2.99519,0.0324734
2.99535,0.032349
2.99551,0.0322252
2.99567,0.032102
2.99583,0.0319794
2.99599,0.0318575
2.99615,0.0317361
2.99631,0.0316154
2.99647,0.0314952
2.99662,0.0313757
2.99678,0.0312567
2.99694,0.0311384
2.99709,0.0310206
2.99725,0.0309034
2.9974,0.0307869
2.99756,0.0306708
2.99771,0.0305554
2.99786,0.0304406
2.99801,0.0303263
2.99816,0.0302126
2.99832,0.0300995
2.99847,0.0299869
2.99862,0.0298749
2.99876,0.0297634
2.99891,0.0296525
2.99906,0.0295422
2.99921,0.0294324
2.99936,0.0293232
2.9995,0.0292145
2.99965,0.0291063
2.99979,0.0289987
2.99994,0.0288917
3.00008,0.0287851
3.00023,0.0286791
3.00037,0.0285736
3.00051,0.0284687
3.00065,0.0283643
3.0008,0.0282604
3.00094,0.028157
3.00108,0.0280541
3.00122,0.0279518
3.00136,0.0278499
3.0015,0.0277486
3.00164,0.0276478
3.00177,0.0275475
3.00191,0.0274476
3.00205,0.0273483
3.00219,0.0272495
3.00232,0.0271512
3.00246,0.0270533
3.00259,0.026956
3.00273,0.0268591
3.00286,0.0267627
3.00299,0.0266668
3.00313,0.0265714
3.00326,0.0264765
3.00339,0.026382
3.00352,0.026288
3.00366,0.0261945
3.00379,0.0261014
3.00392,0.0260088
3.00405,0.0259167
3.00418,0.025825
3.00431,0.0257338
3.00443,0.0256431
3.00456,0.0255528
3.00469,0.0254629
3.00482,0.0253735
3.00494,0.0252846
3.00507,0.0251961
3.0052,0.025108
3.00532,0.0250204
3.00545,0.0249332
3.00557,0.0248464
3.00569,0.0247601
3.00582,0.0246742
3.00594,0.0245888
3.00606,0.0245037
3.00619,0.0244191
3.00631,0.0243349
3.00643,0.0242512
3.00655,0.0241678
3.00667,0.0240849
3.00679,0.0240024
3.00691,0.0239203
3.00703,0.0238386
3.00715,0.0237573
3.00727,0.0236764
3.00739,0.023596
3.00751,0.0235159
3.00762,0.0234362
3.00774,0.0233569
3.00786,0.0232781
3.00797,0.0231996
3.00809,0.0231215
3.0082,0.0230438
3.00832,0.0229665
3.00843,0.0228896
3.00855,0.022813
3.00866,0.0227369
3.00878,0.0226611
3.00889,0.0225857
3.009,0.0225107
3.00911,0.022436
3.00923,0.0223618
3.00934,0.0222879
3.00945,0.0222143
3.00956,0.0221412
3.00967,0.0220684
3.00978,0.0219959
3.00989,0.0219239
3.01,0.0218521
3.01011,0.0217808
3.01022,0.0217098
3.01033,0.0216391
3.01044,0.0215689
3.01054,0.0214989
3.01065,0.0214293
3.01076,0.0213601
3.01086,0.0212912
3.01097,0.0212227
3.01108,0.0211544
3.01118,0.0210866
3.01129,0.0210191
3.01139,0.0209519
3.0115,0.020885
3.0116,0.0208185
3.01171,0.0207523
3.01181,0.0206865
3.01191,0.0206209
3.01202,0.0205557
3.01212,0.0204909
3.01222,0.0204263
3.01232,0.0203621
3.01242,0.0202982
3.01253,0.0202346
3.01263,0.0201713
3.01273,0.0201084
3.01283,0.0200457
3.01293,0.0199834
3.01303,0.0199214
3.01313,0.0198597
3.01323,0.0197983
3.01333,0.0197372
3.01342,0.0196765
3.01352,0.019616
3.01362,0.0195558
3.01372,0.0194959
3.01382,0.0194364
3.01391,0.0193771
3.01401,0.0193181
3.01411,0.0192594
3.0142,0.019201
3.0143,0.0191429
3.01439,0.0190851
3.01449,0.0190276
3.01458,0.0189704
3.01468,0.0189134
3.01477,0.0188568
3.01487,0.0188004
3.01496,0.0187443
3.01506,0.0186885
3.01515,0.018633
3.01524,0.0185777
3.01533,0.0185227
3.01543,0.018468
3.01552,0.0184136
3.01561,0.0183594
3.0157,0.0183055
3.01579,0.0182519
3.01589,0.0181986
3.01598,0.0181455
3.01607,0.0180926
3.01616,0.0180401
3.01625,0.0179878
3.01634,0.0179358
3.01643,0.017884
3.01652,0.0178325
3.01661,0.0177812
3.01669,0.0177302
3.01678,0.0176795
3.01687,0.017629
3.01696,0.0175788
3.01705,0.0175288
3.01714,0.017479
3.01722,0.0174296
3.01731,0.0173803
3.0174,0.0173313
3.01748,0.0172826
3.01757,0.0172341
3.01766,0.0171858
3.01774,0.0171378
3.01783,0.01709
3.01791,0.0170425
3.018,0.0169952
3.01808,0.0169481
3.01817,0.0169013
3.01825,0.0168547
3.01834,0.0168083
3.01842,0.0167622
3.0185,0.0167163
3.01859,0.0166706
3.01867,0.0166252
3.01875,0.01658
3.01884,0.016535
3.01892,0.0164902
3.019,0.0164457
3.01908,0.0164014
3.01917,0.0163573
3.01925,0.0163134
3.01933,0.0162697
3.01941,0.0162263
3.01949,0.0161831
3.01957,0.0161401
3.01965,0.0160973
3.01973,0.0160547
3.01981,0.0160123
3.01989,0.0159702
3.01997,0.0159283
3.02005,0.0158865
3.02013,0.015845
3.02021,0.0158037
3.02029,0.0157626
3.02037,0.0157217
3.02045,0.015681
3.02053,0.0156405
3.0206,0.0156002
3.02068,0.0155601
3.02076,0.0155203
3.02084,0.0154806
3.02091,0.0154411
3.02099,0.0154018
3.02107,0.0153627
3.02115,0.0153238
3.02122,0.0152851
3.0213,0.0152466
3.02137,0.0152083
3.02145,0.0151701
3.02153,0.0151322
3.0216,0.0150945
3.02168,0.0150569
3.02175,0.0150195
3.02183,0.0149824
3.0219,0.0149454
3.02198,0.0149086
3.02205,0.0148719
3.02213,0.0148355
3.0222,0.0147992
3.02227,0.0147632
3.02235,0.0147273
3.02242,0.0146915
3.02249,0.014656
3.02257,0.0146206
3.02264,0.0145855
3.02271,0.0145505
3.02279,0.0145156
3.02286,0.014481
3.02293,0.0144465
3.023,0.0144122
3.02308,0.014378
3.02315,0.0143441
3.02322,0.0143103
3.02329,0.0142766
3.02336,0.0142432
