y0,y1
4.137,1.87327
4.14639,1.88011
4.15582,1.88699
4.16528,1.8939
4.17478,1.90083
4.18431,1.9078
4.19387,1.91479
4.20348,1.92181
4.21311,1.92886
4.22278,1.93594
4.23249,1.94304
4.24223,1.95018
4.25201,1.95734
4.26183,1.96454
4.27168,1.97176
4.28156,1.97902
4.29149,1.9863
4.30145,1.99361
4.31144,2.00096
4.32148,2.00833
4.33155,2.01574
4.34165,2.02317
4.3518,2.03063
4.36198,2.03813
4.3722,2.04565
4.38246,2.05321
4.39275,2.0608
4.40309,2.06842
4.41346,2.07607
4.42387,2.08375
4.43432,2.09146
4.4448,2.09921
4.45533,2.10698
4.4659,2.11479
4.4765,2.12263
4.48714,2.1305
4.49783,2.1384
4.50855,2.14634
4.51931,2.15431
4.53011,2.16231
4.54096,2.17035
4.55184,2.17841
4.56276,2.18651
4.57373,2.19465
4.58473,2.20281
4.59578,2.21101
4.60686,2.21925
4.61799,2.22751
4.62916,2.23582
4.64037,2.24415
4.65162,2.25252
4.66292,2.26092
4.67426,2.26936
4.68564,2.27784
4.69706,2.28634
4.70852,2.29489
4.72003,2.30346
4.73158,2.31208
4.74317,2.32072
4.75481,2.32941
4.76649,2.33813
4.77821,2.34688
4.78998,2.35567
4.80179,2.3645
4.81365,2.37336
4.82555,2.38226
4.8375,2.39119
4.84949,2.40017
4.86152,2.40918
4.8736,2.41822
4.88573,2.42731
4.8979,2.43643
4.91012,2.44558
4.92238,2.45478
4.93469,2.46401
4.94705,2.47328
4.95945,2.48259
4.9719,2.49194
4.98439,2.50133
4.99694,2.51075
5.00953,2.52022
5.02216,2.52972
5.03485,2.53926
5.04758,2.54884
5.06036,2.55846
5.07319,2.56812
5.08607,2.57782
5.099,2.58756
5.11197,2.59734
5.125,2.60716
5.13807,2.61702
5.15119,2.62692
5.16436,2.63686
5.17759,2.64684
5.19086,2.65686
5.20418,2.66693
5.21756,2.67703
5.23098,2.68718
5.24445,2.69737
5.25798,2.7076
5.27156,2.71788
5.28519,2.72819
5.29887,2.73855
5.3126,2.74895
5.32638,2.7594
5.34022,2.76988
5.35411,2.78041
5.36805,2.79099
5.38205,2.80161
5.3961,2.81227
5.4102,2.82297
5.42435,2.83372
5.43856,2.84452
5.45283,2.85535
5.46715,2.86624
5.48152,2.87717
5.49595,2.88814
5.51043,2.89916
5.52497,2.91022
5.53956,2.92133
5.55421,2.93249
5.56892,2.94369
5.58368,2.95494
5.5985,2.96624
5.61337,2.97758
5.6283,2.98897
5.64329,3.00041
5.65833,3.01189
5.67344,3.02342
5.6886,3.035
5.70382,3.04663
5.7191,3.0583
5.73443,3.07002
5.74983,3.0818
5.76528,3.09362
5.78079,3.10549
5.79637,3.11741
5.812,3.12938
5.82769,3.14139
5.84345,3.15346
5.85926,3.16558
5.87513,3.17775
5.89107,3.18997
5.90706,3.20224
5.92312,3.21456
5.93924,3.22693
5.95542,3.23936
5.97167,3.25183
5.98798,3.26436
6.00434,3.27694
6.02078,3.28957
6.03727,3.30225
6.05383,3.31499
6.07046,3.32778
6.08714,3.34062
6.1039,3.35352
6.12071,3.36647
6.1376,3.37948
6.15454,3.39253
6.17155,3.40565
6.18863,3.41881
6.20578,3.43204
6.22299,3.44531
6.24026,3.45865
6.25761,3.47204
6.27502,3.48548
6.2925,3.49898
6.31004,3.51254
6.32766,3.52615
6.34534,3.53982
6.36309,3.55355
6.38091,3.56733
6.3988,3.58118
6.41676,3.59508
6.43479,3.60903
6.45289,3.62305
6.47106,3.63713
6.48929,3.65126
6.50761,3.66545
6.52599,3.6797
6.54444,3.69402
6.56296,3.70839
6.58156,3.72282
6.60023,3.73731
6.61897,3.75187
6.63779,3.76648
6.65667,3.78115
6.67563,3.79589
6.69467,3.81069
6.71378,3.82555
6.73296,3.84047
6.75222,3.85546
6.77156,3.8705
6.79097,3.88562
6.81045,3.90079
6.83001,3.91603
6.84965,3.93133
6.86937,3.9467
6.88916,3.96213
6.90903,3.97762
6.92897,3.99318
6.949,4.00881
6.9691,4.0245
6.98929,4.04026
7.00955,4.05608
7.02989,4.07197
7.05031,4.08793
7.07081,4.10395
7.09139,4.12004
7.11205,4.1362
7.13279,4.15243
7.15361,4.16872
7.17452,4.18509
7.19551,4.20152
7.21658,4.21802
7.23773,4.23459
7.25897,4.25123
7.28029,4.26794
7.30169,4.28472
7.32318,4.30158
7.34475,4.3185
7.3664,4.33549
7.38815,4.35256
7.40997,4.3697
7.43189,4.38691
7.45389,4.40419
7.47597,4.42154
7.49815,4.43897
7.52041,4.45648
7.54276,4.47405
7.56519,4.4917
7.58772,4.50943
7.61033,4.52723
7.63304,4.5451
7.65583,4.56305
7.67871,4.58108
7.70169,4.59918
7.72475,4.61736
7.74791,4.63561
7.77115,4.65394
7.79449,4.67235
7.81792,4.69084
7.84145,4.70941
7.86506,4.72805
7.88877,4.74677
7.91258,4.76558
7.93648,4.78446
7.96047,4.80342
7.98456,4.82246
8.00875,4.84159
8.03303,4.86079
8.0574,4.88007
8.08188,4.89944
8.10645,4.91889
8.13111,4.93842
8.15588,4.95803
8.18074,4.97773
8.20571,4.99751
8.23077,5.01738
8.25593,5.03732
8.28119,5.05736
8.30655,5.07747
8.33202,5.09768
8.35758,5.11797
8.38325,5.13834
8.40902,5.1588
8.43489,5.17935
8.46086,5.19999
8.48694,5.22071
8.51312,5.24152
8.53941,5.26242
8.5658,5.28341
8.5923,5.30449
8.6189,5.32565
8.64561,5.34691
8.67242,5.36826
8.69934,5.3897
8.72637,5.41122
8.75351,5.43285
8.78075,5.45456
8.80811,5.47636
8.83557,5.49826
8.86315,5.52025
8.89083,5.54234
8.91863,5.56451
8.94653,5.58679
8.97455,5.60915
9.00268,5.63162
9.03092,5.65417
9.05928,5.67683
9.08775,5.69958
9.11633,5.72243
9.14503,5.74537
9.17384,5.76842
9.20277,5.79156
9.23182,5.8148
9.26098,5.83814
9.29026,5.86157
9.31965,5.88511
9.34917,5.90875
9.3788,5.93249
9.40855,5.95633
9.43842,5.98027
9.46841,6.00432
9.49853,6.02846
9.52876,6.05271
9.55911,6.07707
9.58959,6.10153
9.62019,6.12609
9.65091,6.15075
9.68176,6.17553
9.71273,6.2004
9.74383,6.22539
9.77505,6.25048
9.80639,6.27568
9.83787,6.30098
9.86947,6.3264
9.90119,6.35192
9.93305,6.37755
9.96503,6.40329
9.99715,6.42915
10.0294,6.45511
10.0618,6.48118
10.0943,6.50737
10.1269,6.53366
10.1597,6.56007
10.1926,6.58659
10.2256,6.61323
10.2588,6.63998
10.2921,6.66684
10.3255,6.69382
10.3591,6.72092
10.3928,6.74813
10.4266,6.77546
10.4606,6.8029
10.4947,6.83046
10.529,6.85814
10.5634,6.88594
10.5979,6.91386
10.6326,6.9419
10.6674,6.97006
10.7023,6.99834
10.7374,7.02674
10.7727,7.05526
10.8081,7.0839
10.8436,7.11267
10.8793,7.14156
10.9151,7.17058
10.951,7.19971
10.9872,7.22898
11.0234,7.25837
11.0598,7.28788
11.0964,7.31753
11.1331,7.3473
11.1699,7.3772
11.2069,7.40722
11.2441,7.43738
11.2814,7.46766
11.3188,7.49808
11.3564,7.52862
11.3942,7.5593
11.4321,7.59011
11.4701,7.62105
11.5084,7.65212
11.5467,7.68333
11.5853,7.71467
11.624,7.74615
11.6628,7.77776
11.7018,7.80951
11.741,7.8414
11.7803,7.87342
11.8198,7.90558
11.8594,7.93788
11.8993,7.97031
11.9392,8.00289
11.9794,8.03561
12.0197,8.06847
12.0601,8.10147
12.1008,8.13461
12.1416,8.16789
12.1825,8.20132
12.2237,8.23489
12.265,8.26861
12.3064,8.30247
12.3481,8.33648
12.3899,8.37063
12.4319,8.40494
12.474,8.43939
12.5163,8.47398
12.5588,8.50873
12.6015,8.54363
12.6444,8.57868
12.6874,8.61388
12.7306,8.64923
12.774,8.68473
12.8175,8.72039
12.8613,8.7562
12.9052,8.79216
12.9493,8.82828
12.9935,8.86456
13.038,8.90099
13.0826,8.93758
13.1275,8.97433
13.1725,9.01124
13.2177,9.0483
13.263,9.08553
13.3086,9.12292
13.3544,9.16047
13.4003,9.19818
13.4464,9.23605
13.4928,9.27409
13.5393,9.31229
13.586,9.35066
13.6329,9.38919
13.68,9.42789
13.7272,9.46676
13.7747,9.5058
13.8224,9.545
13.8703,9.58437
13.9183,9.62392
13.9666,9.66363
14.0151,9.70352
14.0637,9.74358
14.1126,9.78382
14.1617,9.82422
14.2109,9.86481
14.2604,9.90556
14.3101,9.9465
14.36,9.98761
14.4101,10.0289
14.4604,10.0704
14.5109,10.112
14.5616,10.1538
14.6125,10.1959
14.6637,10.238
14.715,10.2804
14.7666,10.323
14.8183,10.3657
14.8703,10.4087
14.9225,10.4518
14.975,10.4951
15.0276,10.5386
15.0804,10.5822
15.1335,10.6261
15.1868,10.6702
15.2403,10.7144
15.2941,10.7589
15.348,10.8035
15.4022,10.8483
15.4566,10.8933
15.5112,10.9385
15.5661,10.984
15.6212,11.0296
15.6765,11.0754
15.7321,11.1214
15.7878,11.1676
15.8439,11.214
15.9001,11.2606
15.9566,11.3074
16.0133,11.3544
16.0702,11.4017
16.1274,11.4491
16.1848,11.4967
16.2425,11.5446
16.3004,11.5926
16.3585,11.6409
16.4169,11.6893
16.4755,11.738
16.5344,11.7869
16.5935,11.836
16.6529,11.8853
16.7125,11.9348
16.7724,11.9846
16.8325,12.0345
16.8928,12.0847
16.9534,12.1351
17.0143,12.1857
17.0754,12.2365
17.1368,12.2876
17.1984,12.3389
17.2603,12.3904
17.3224,12.4421
17.3849,12.494
17.4475,12.5462
17.5104,12.5986
17.5736,12.6513
17.6371,12.7041
17.7008,12.7572
17.7648,12.8105
17.829,12.8641
17.8935,12.9179
17.9583,12.9719
18.0234,13.0262
18.0887,13.0807
18.1543,13.1354
18.2202,13.1904
18.2864,13.2456
18.3528,13.301
18.4195,13.3567
18.4865,13.4126
18.5538,13.4688
18.6213,13.5252
18.6892,13.5819
18.7573,13.6388
18.8257,13.696
18.8944,13.7534
18.9634,13.8111
19.0326,13.869
19.1022,13.9272
19.172,13.9856
19.2422,14.0443
19.3126,14.1032
19.3834,14.1624
19.4544,14.2218
19.5257,14.2816
19.5974,14.3415
19.6693,14.4018
19.7415,14.4623
19.8141,14.523
19.8869,14.584
19.96,14.6453
20.0335,14.7069
20.1073,14.7687
20.1813,14.8308
20.2557,14.8932
20.3304,14.9558
20.4054,15.0188
20.4807,15.0819
20.5564,15.1454
20.6324,15.2092
20.7086,15.2732
20.7852,15.3375
20.8622,15.4021
20.9394,15.4669
21.017,15.5321
21.0949,15.5975
21.1731,15.6633
21.2517,15.7293
21.3306,15.7956
21.4098,15.8621
21.4894,15.929
21.5692,15.9962
21.6495,16.0637
21.73,16.1314
21.811,16.1995
21.8922,16.2679
21.9738,16.3365
22.0557,16.4055
22.138,16.4747
22.2206,16.5443
22.3036,16.6142
22.3869,16.6843
22.4706,16.7548
22.5547,16.8256
22.6391,16.8967
22.7238,16.9681
22.8089,17.0398
22.8944,17.1119
22.9802,17.1842
23.0664,17.2569
23.1529,17.3299
23.2399,17.4032
23.3271,17.4768
23.4148,17.5508
23.5028,17.6251
23.5912,17.6997
23.68,17.7746
23.7692,17.8499
23.8587,17.9254
23.9486,18.0014
24.0389,18.0776
24.1295,18.1542
24.2206,18.2311
24.312,18.3084
24.4039,18.386
24.4961,18.4639
24.5887,18.5422
24.6817,18.6209
24.7751,18.6998
24.8689,18.7791
24.9631,18.8588
25.0577,18.9388
25.1526,19.0192
25.248,19.0999
25.3438,19.181
25.44,19.2624
25.5367,19.3442
25.6337,19.4264
25.7311,19.5089
25.829,19.5918
25.9272,19.675
26.0259,19.7586
26.125,19.8426
26.2245,19.9269
26.3245,20.0116
26.4249,20.0967
26.5257,20.1822
26.6269,20.268
26.7285,20.3542
26.8306,20.4408
26.9331,20.5278
27.0361,20.6151
27.1395,20.7028
27.2433,20.791
27.3476,20.8795
27.4523,20.9684
27.5575,21.0577
27.6631,21.1473
27.7692,21.2374
27.8757,21.3279
27.9827,21.4188
28.0901,21.51
28.198,21.6017
28.3064,21.6938
28.4152,21.7863
28.5244,21.8792
28.6342,21.9725
28.7444,22.0662
28.8551,22.1603
28.9662,22.2548
29.0778,22.3498
